"","Year","Area","Street","Street.2"
"1268",2011,"Birmingham","Pershore St car park"," "
"1269",2011,"Birmingham","Pershore St Road City Centre"," "
"1270",2011,"Birmingham","Pershore St City Centre"," "
"1271",2011,"Birmingham","Pizza Hut New St Birmingham"," "
"1272",2011,"Birmingham","Quigley Ave"," "
"1273",2011,"Birmingham","Rag market city centre"," "
"1274",2011,"Birmingham","Reflex on Broad St Birmingham"," "
"1275",2011,"Birmingham","regency wharf"," "
"1276",2011,"Birmingham","Risa Bar Birmingham"," "
"1277",2011,"Birmingham","Risa Broad St"," "
"1278",2011,"Birmingham","Rookery Road Handsworth"," "
"1279",2011,"Birmingham","Rottersley St Birmingham"," "
"1280",2011,"Birmingham","Rotunda Island City CEntre"," "
"1281",2011,"Birmingham","Sainsburys Colmore Row"," "
"1282",2011,"Birmingham","Sandringham Road"," "
"1283",2011,"Birmingham","Sandwell Hospital"," "
"1284",2011,"Birmingham","Sence in the Arcadian"," "
"1285",2011,"Birmingham","Sense Nightclub Arcadia Birmingham"," "
"1286",2011,"Birmingham","Shadwell St"," "
"1287",2011,"Birmingham","Shakespeare Bar New St Station"," "
"1288",2011,"Birmingham","Shakespeare PH New St Station"," "
"1289",2011,"Birmingham","Sheepcote St Birmingham"," "
"1290",2011,"Birmingham","Sioho Road Handsworth"," "
"1291",2011,"Birmingham","Slade Road erdington"," "
"1292",2011,"Birmingham","Small brook Queensway"," "
"1293",2011,"Birmingham","Smallbrook Queensway"," "
"1294",2011,"Birmingham","smallbrook queensway"," "
"1295",2011,"Birmingham","smallbrook queensway"," "
"1296",2011,"Birmingham","Smallbrook Queensway City Centre Birmingham"," "
"1297",2011,"Birmingham","Smallbrook Queensway City centre"," "
"1298",2011,"Birmingham","smethwick end"," "
"1299",2011,"Birmingham","soho hill"," "
"1300",2011,"Birmingham","Soho Hill Handsworth Birmingham"," "
"1301",2011,"Birmingham","Soho Road"," "
"1302",2011,"Birmingham","Soho Road"," "
"1303",2011,"Birmingham","Soho Road"," "
"1304",2011,"Birmingham","soho road"," "
"1305",2011,"Birmingham","Sommerfield Park Winson Green"," "
"1306",2011,"Birmingham","square peg PH"," "
"1307",2011,"Birmingham","Square Peg Corporation St"," "
"1308",2011,"Birmingham","Star city Aston"," "
"1309",2011,"Birmingham","Star City Birmingham"," "
"1310",2011,"Birmingham","Star City Nechells"," "
"1311",2011,"Birmingham","Station Road City Centre"," "
"1312",2011,"Birmingham","Steelhouse Lane"," "
"1313",2011,"Birmingham","Steelhouse Lane"," "
"1314",2011,"Birmingham","Steelhouse Lane"," "
"1315",2011,"Birmingham","Steelhouse Lane"," "
"1316",2011,"Birmingham","Steelhouse Lane"," "
"1317",2011,"Birmingham","steelhouse lane"," "
"1318",2011,"Birmingham","steelhouse lane"," "
"1319",2011,"Birmingham","Steelhouse Lane"," "
"1320",2011,"Birmingham","Steelhouse Lane Police station"," "
"1321",2011,"Birmingham","Steelhouse Lane Birmingham"," "
"1322",2011,"Birmingham","Steelhouse Lane City Centre Birmingham"," "
"1323",2011,"Birmingham","Stephenson St"," "
"1324",2011,"Birmingham","Stephenson St"," "
"1325",2011,"Birmingham","Stephenson St Birmingham City"," "
"1326",2011,"Birmingham","Stephenson St City Centre"," "
"1327",2011,"Birmingham","Stephensons St"," "
"1328",2011,"Birmingham","Suffolk St Queensway"," "
"1329",2011,"Birmingham","Sugar Suite Broad St"," "
"1330",2011,"Birmingham","summer lane"," "
"1331",2011,"Birmingham","summer row"," "
"1332",2011,"Birmingham","Temple Row"," "
"1333",2011,"Birmingham","temple row"," "
"1334",2011,"Birmingham","Tennant St"," "
"1335",2011,"Birmingham","Terrace Road Handsworth"," "
"1336",2011,"Birmingham","tesco aston lane"," "
"1337",2011,"Birmingham","Tesco SpringHill"," "
"1338",2011,"Birmingham","The Parade Sutton Coldfield"," "
"1339",2011,"Birmingham","The Parade Sutton Coldfield"," "
"1340",2011,"Birmingham","The Ramp Corporation St Birmingham"," "
"1341",2011,"Birmingham","The Ramp"," "
"1342",2011,"Birmingham","Thornhill Road Birmingham"," "
"1343",2011,"Birmingham","Thornhill Road Handsworth"," "
"1344",2011,"Birmingham","Thorpe St at Hurst St"," "
"1345",2011,"Birmingham","Thorpe St"," "
"1346",2011,"Birmingham","Trocadero Public house o s"," "
"1347",2011,"Birmingham","Turners Pallets Hayhole road"," "
"1348",2011,"Birmingham","upper dean St"," "
"1349",2011,"Birmingham","Upper Dean St Birmingham"," "
"1350",2011,"Birmingham","Upper Dean St Birmingham City Centre"," "
"1351",2011,"Birmingham","Upper Dean St City Centre"," "
"1352",2011,"Birmingham","Upper parade Sutton Coldfield"," "
"1353",2011,"Birmingham","Upper Parade Sutton Coldfield"," "
"1354",2011,"Birmingham","victoria square bham"," "
"1355",2011,"Birmingham","Victoria Square City Centre"," "
"1356",2011,"Birmingham","Waiverley park Handsworth"," "
"1357",2011,"Birmingham","walkabout bar broad st"," "
"1358",2011,"Birmingham","Walkabout PH Broad St Birmingham"," "
"1359",2011,"Birmingham","Walkabout PH Broad St Birmingham"," "
"1360",2011,"Birmingham","Walkabout Broad St"," "
"1361",2011,"Birmingham","Walsall road great barr"," "
"1362",2011,"Birmingham","Walsall Road Perry Barr"," "
"1363",2011,"Birmingham","warf road kings norton"," "
"1364",2011,"Birmingham","Warwards Lane"," "
"1365",2011,"Birmingham","Washington Drive Handsworth Wood"," "
"1366",2011,"Birmingham","Washington St"," "
"1367",2011,"Birmingham","Waterloo Road Smethwick"," "
"1368",2011,"Birmingham","Waverhill Park Handsworth"," "
"1369",2011,"Birmingham","Waverhill Road Handsworth"," "
"1370",2011,"Birmingham","way entrance villa ground"," "
"1371",2011,"Birmingham","Wellington Road"," "
"1372",2011,"Birmingham","Witton Arms"," "
"1373",2011,"Birmingham","Witton Road"," "
"1374",2011,"Birmingham","Witton Road"," "
"1375",2011,"Birmingham","Witton Road Aston"," "
"1376",2011,"Birmingham","Wrottesley St"," "
"1377",2011,"Coventry","primrose hill Coventry"," "
"1378",2011,"Coventry","Albany road"," "
"1379",2011,"Coventry","Aldbourne Road"," "
"1380",2011,"Coventry","aldermans green road"," "
"1381",2011,"Coventry","Allesley Old Road"," "
"1382",2011,"Coventry","Almond Tree Ave"," "
"1383",2011,"Coventry","arbury ave Coventry"," "
"1384",2011,"Coventry","Arena carpark A444"," "
"1385",2011,"Coventry","argyle st Coventry"," "
"1386",2011,"Coventry","Armstrong Ave Stoke"," "
"1387",2011,"Coventry","Ashorne Close"," "
"1388",2011,"Coventry","Attoxhall Rd"," "
"1389",2011,"Coventry","averley road daimler green"," "
"1390",2011,"Coventry","Awson St"," "
"1391",2011,"Coventry","Bandals Surgery Foleshill Road"," "
"1392",2011,"Coventry","bell green rd Junction A444"," "
"1393",2011,"Coventry","Bell Green Road Coventry"," "
"1394",2011,"Coventry","Bell Green Road Coventry"," "
"1395",2011,"Coventry","Binley Road"," "
"1396",2011,"Coventry","Binley Road"," "
"1397",2011,"Coventry","Binley Road"," "
"1398",2011,"Coventry","Binley Road"," "
"1399",2011,"Coventry","bishop St"," "
"1400",2011,"Coventry","Blackhorse lane"," "
"1401",2011,"Coventry","Blythe Road"," "
"1402",2011,"Coventry","BP Garage Ansty road"," "
"1403",2011,"Coventry","bramble st coventry"," "
"1404",2011,"Coventry","Braod Park Road Coventry"," "
"1405",2011,"Coventry","Bredon Ave Coventry"," "
"1406",2011,"Coventry","Broadgate"," "
"1407",2011,"Coventry","Bull Yard"," "
"1408",2011,"Coventry","Bushberry Ave"," "
"1409",2011,"Coventry","butts road Coventry"," "
"1410",2011,"Coventry","cashs lane"," "
"1411",2011,"Coventry","Cauldon road"," "
"1412",2011,"Coventry","Charter Ave"," "
"1413",2011,"Coventry","charter ave Coventry"," "
"1414",2011,"Coventry","Chester St"," "
"1415",2011,"Coventry","Chesterton Road"," "
"1416",2011,"Coventry","Cheveral Ave Coventry"," "
"1417",2011,"Coventry","Cliffbridge Road"," "
"1418",2011,"Coventry","Clifton St Coventry"," "
"1419",2011,"Coventry","Coc St"," "
"1420",2011,"Coventry","Communal landing at George Poole House Coventry"," "
"1421",2011,"Coventry","Compton road"," "
"1422",2011,"Coventry","concourse near mortimers"," "
"1423",2011,"Coventry","cook st"," "
"1424",2011,"Coventry","Corporation St"," "
"1425",2011,"Coventry","Corporation St Coventry"," "
"1426",2011,"Coventry","Corporation St"," "
"1427",2011,"Coventry","Coundon road"," "
"1428",2011,"Coventry","coventry"," "
"1429",2011,"Coventry","Coventry Central cells"," "
"1430",2011,"Coventry","Coventry Central Front office"," "
"1431",2011,"Coventry","coventry central pol stn"," "
"1432",2011,"Coventry","coventry central police station"," "
"1433",2011,"Coventry","coventry central police station"," "
"1434",2011,"Coventry","Coventry Central PS"," "
"1435",2011,"Coventry","Coventry Central PS"," "
"1436",2011,"Coventry","Coventry Railwat Station"," "
"1437",2011,"Coventry","Coventry Railway Station"," "
"1438",2011,"Coventry","coventry train station"," "
"1439",2011,"Coventry","Cox St"," "
"1440",2011,"Coventry","Cross Road"," "
"1441",2011,"Coventry","devonshire arms"," "
"1442",2011,"Coventry","duckham court"," "
"1443",2011,"Coventry","Earlsdon High St"," "
"1444",2011,"Coventry","Elms Pub Birmingham road"," "
"1445",2011,"Coventry","fairfax St"," "
"1446",2011,"Coventry","far gosford St"," "
"1447",2011,"Coventry","Far Gosford St"," "
"1448",2011,"Coventry","Farndale Ave"," "
"1449",2011,"Coventry","Farndale Ave"," "
"1450",2011,"Coventry","Foleshill Rd"," "
"1451",2011,"Coventry","Foleshill Road"," "
"1452",2011,"Coventry","Foleshill Road"," "
"1453",2011,"Coventry","Foleshill Road"," "
"1454",2011,"Coventry","Foleshill road Coventry"," "
"1455",2011,"Coventry","Four Pounds Ave Coventry"," "
"1456",2011,"Coventry","FRiars road"," "
"1457",2011,"Coventry","front of Coventry Central police Station"," "
"1458",2011,"Coventry","Front office"," "
"1459",2011,"Coventry","Front Office"," "
"1460",2011,"Coventry","Gala Bingo Pool Meadow"," "
"1461",2011,"Coventry","Gosford St"," "
"1462",2011,"Coventry","Gosford St"," "
"1463",2011,"Coventry","Gosford St"," "
"1464",2011,"Coventry","greyfriars st Coventry"," "
"1465",2011,"Coventry","gulson road Coventry"," "
"1466",2011,"Coventry","Gulson Road Coventry"," "
"1467",2011,"Coventry","hale st"," "
"1468",2011,"Coventry","Hales St Coventry"," "
"1469",2011,"Coventry","Hartfrod St"," "
"1470",2011,"Coventry","hayle St"," "
"1471",2011,"Coventry","hayles St"," "
"1472",2011,"Coventry","Hedgefield Way"," "
"1473",2011,"Coventry","herald way Coventry"," "
"1474",2011,"Coventry","high st Coventry"," "
"1475",2011,"Coventry","High St"," "
"1476",2011,"Coventry","High St"," "
"1477",2011,"Coventry","Hill St"," "
"1478",2011,"Coventry","Hipswell Highway"," "
"1479",2011,"Coventry","holmesdale road"," "
"1480",2011,"Coventry","hurst Road"," "
"1481",2011,"Coventry","ibis hotel"," "
"1482",2011,"Coventry","Ikea Car Park"," "
"1483",2011,"Coventry","ikea plaza"," "
"1484",2011,"Coventry","iron monger row"," "
"1485",2011,"Coventry","jardine crescent"," "
"1486",2011,"Coventry","jardine crescent"," "
"1487",2011,"Coventry","Jasrdine Crescent"," "
"1488",2011,"Coventry","JD Wetherspoon Earlsdon"," "
"1489",2011,"Coventry","Jordan Well"," "
"1490",2011,"Coventry","Jordan Well Coventry"," "
"1491",2011,"Coventry","Jubilee cresent"," "
"1492",2011,"Coventry","Kirby Road"," "
"1493",2011,"Coventry","Lady Lane"," "
"1494",2011,"Coventry","Lambeth Close"," "
"1495",2011,"Coventry","Leader Close"," "
"1496",2011,"Coventry","Lidice Place"," "
"1497",2011,"Coventry","Lincoln St Coventry"," "
"1498",2011,"Coventry","Littl Park St"," "
"1499",2011,"Coventry","Little park st Coventry"," "
"1500",2011,"Coventry","Little Park St Coventry"," "
"1501",2011,"Coventry","little park st Coventry"," "
"1502",2011,"Coventry","Little Park St"," "
"1503",2011,"Coventry","Little Park St"," "
"1504",2011,"Coventry","Little Park St"," "
"1505",2011,"Coventry","little park St"," "
"1506",2011,"Coventry","Little Park St"," "
"1507",2011,"Coventry","Little Park St"," "
"1508",2011,"Coventry","Little Park St"," "
"1509",2011,"Coventry","Little Park St"," "
"1510",2011,"Coventry","little park St"," "
"1511",2011,"Coventry","London Road"," "
"1512",2011,"Coventry","London Road"," "
"1513",2011,"Coventry","Longford Road"," "
"1514",2011,"Coventry","Lower Ford st"," "
"1515",2011,"Coventry","lower ford St"," "
"1516",2011,"Coventry","lower holyhead d jtn with spon st"," "
"1517",2011,"Coventry","lower holyhead rd Coventry"," "
"1518",2011,"Coventry","lower holyhead road Coventry"," "
"1519",2011,"Coventry","Lower Precinct Coventry"," "
"1520",2011,"Coventry","MAFO"," "
"1521",2011,"Coventry","Manor house drive"," "
"1522",2011,"Coventry","Market Way"," "
"1523",2011,"Coventry","mary slessor st"," "
"1524",2011,"Coventry","masser road"," "
"1525",2011,"Coventry","McDonalds Restaurant A45 Coventry"," "
"1526",2011,"Coventry","Memorial Park Coventry"," "
"1527",2011,"Coventry","Middle Ride"," "
"1528",2011,"Coventry","Mile Lane"," "
"1529",2011,"Coventry","Mile lane"," "
"1530",2011,"Coventry","Millenium Place"," "
"1531",2011,"Coventry","Millenium Place"," "
"1532",2011,"Coventry","Mint Casino King William St"," "
"1533",2011,"Coventry","Miranda Close"," "
"1534",2011,"Coventry","morris road"," "
"1535",2011,"Coventry","motor museum"," "
"1536",2011,"Coventry","new union st"," "
"1537",2011,"Coventry","Norman place road"," "
"1538",2011,"Coventry","Northy Road"," "
"1539",2011,"Coventry","o s CCFO"," "
"1540",2011,"Coventry","o s coventry central police station"," "
"1541",2011,"Coventry","o s Gosford Arms"," "
"1542",2011,"Coventry","Oak Gosford St"," "
"1543",2011,"Coventry","Outside Coventry Central PS"," "
"1544",2011,"Coventry","Outside Foleshill PS"," "
"1545",2011,"Coventry","Outside front of Coventry Central Police Station"," "
"1546",2011,"Coventry","Outside heat Bar"," "
"1547",2011,"Coventry","outside kasbars"," "
"1548",2011,"Coventry","Outside of the Jewson Stand Richo arena Coventry"," "
"1549",2011,"Coventry","owenford road"," "
"1550",2011,"Coventry","Palm Tree Ave Wood End"," "
"1551",2011,"Coventry","Palmer Lane Coventry"," "
"1552",2011,"Coventry","Palmer Lane Coventry"," "
"1553",2011,"Coventry","Palmer Lane Coventry"," "
"1554",2011,"Coventry","Penruddick Drive Coventry"," "
"1555",2011,"Coventry","Plymouth close"," "
"1556",2011,"Coventry","pool meadow"," "
"1557",2011,"Coventry","Pool Meadow Bus Station"," "
"1558",2011,"Coventry","pool meadow bus stn"," "
"1559",2011,"Coventry","Poolmeadow"," "
"1560",2011,"Coventry","Poolmeadow bus station"," "
"1561",2011,"Coventry","Poolmeadow bus station"," "
"1562",2011,"Coventry","Poppy Court Remembrance Road Willenhall Coventry"," "
"1563",2011,"Coventry","Primrose Hill St"," "
"1564",2011,"Coventry","Primrose Hill St"," "
"1565",2011,"Coventry","Primrose Hill St"," "
"1566",2011,"Coventry","Primrose Hill St Coventry"," "
"1567",2011,"Coventry","Princethorpe way"," "
"1568",2011,"Coventry","Priory Fields Coventry"," "
"1569",2011,"Coventry","Priory Gardens"," "
"1570",2011,"Coventry","Priory St"," "
"1571",2011,"Coventry","puma way"," "
"1572",2011,"Coventry","Queen Mary s Road Foleshill Coventry"," "
"1573",2011,"Coventry","queen marys road Coventry"," "
"1574",2011,"Coventry","Queen Victoria Road"," "
"1575",2011,"Coventry","Radford Road"," "
"1576",2011,"Coventry","Radford road"," "
"1577",2011,"Coventry","raglan St"," "
"1578",2011,"Coventry","Red lane"," "
"1579",2011,"Coventry","Remembrance Road"," "
"1580",2011,"Coventry","richo areana"," "
"1581",2011,"Coventry","richo areana"," "
"1582",2011,"Coventry","Richo arena Coventry"," "
"1583",2011,"Coventry","Ricoh Arena"," "
"1584",2011,"Coventry","Ricoh Arena"," "
"1585",2011,"Coventry","Ricoh Arena"," "
"1586",2011,"Coventry","Ridgethorpe Willenhall Coventry"," "
"1587",2011,"Coventry","Rileys Square Bell Green"," "
"1588",2011,"Coventry","Ring Rd"," "
"1589",2011,"Coventry","Riverwalk Walk Wood End"," "
"1590",2011,"Coventry","Roland Ave Holbrooks Coventry"," "
"1591",2011,"Coventry","rotherhanm road"," "
"1592",2011,"Coventry","Sainsburys Trinity St Coventry"," "
"1593",2011,"Coventry","Scots Lane"," "
"1594",2011,"Coventry","Sewall Highway"," "
"1595",2011,"Coventry","sewall highway"," "
"1596",2011,"Coventry","sewall highway Coventry"," "
"1597",2011,"Coventry","Silver St Coventry"," "
"1598",2011,"Coventry","Sky Blue Way"," "
"1599",2011,"Coventry","sky dome"," "
"1600",2011,"Coventry","sky dome"," "
"1601",2011,"Coventry","sky dome"," "
"1602",2011,"Coventry","sky dome"," "
"1603",2011,"Coventry","sky dome"," "
"1604",2011,"Coventry","sky dome"," "
"1605",2011,"Coventry","Sky dome"," "
"1606",2011,"Coventry","Sky dome"," "
"1607",2011,"Coventry","Sky Dome Concourse"," "
"1608",2011,"Coventry","Sky Dome Concourse"," "
"1609",2011,"Coventry","Sky Dome Concourse"," "
"1610",2011,"Coventry","sky dome concourse"," "
"1611",2011,"Coventry","sky dome concourse"," "
"1612",2011,"Coventry","sky dome concourse Covenmtry"," "
"1613",2011,"Coventry","sky dome concourse Coventry"," "
"1614",2011,"Coventry","Sky Dome concourse"," "
"1615",2011,"Coventry","Sky Dome Coventry"," "
"1616",2011,"Coventry","Sky Dome Coventry City centre"," "
"1617",2011,"Coventry","Sky Dome"," "
"1618",2011,"Coventry","sky dome"," "
"1619",2011,"Coventry","sky dome"," "
"1620",2011,"Coventry","Skydome"," "
"1621",2011,"Coventry","Skydome"," "
"1622",2011,"Coventry","skydome"," "
"1623",2011,"Coventry","Skydome"," "
"1624",2011,"Coventry","Skydome"," "
"1625",2011,"Coventry","Skydome"," "
"1626",2011,"Coventry","Skydome Coventry"," "
"1627",2011,"Coventry","Skydome Car Park"," "
"1628",2011,"Coventry","Skydome Car Park"," "
"1629",2011,"Coventry","Skydome complex"," "
"1630",2011,"Coventry","Skydome Complex"," "
"1631",2011,"Coventry","skydome complex"," "
"1632",2011,"Coventry","Skydome Complex Coventry"," "
"1633",2011,"Coventry","Skydome concourse"," "
"1634",2011,"Coventry","Skydome concourse"," "
"1635",2011,"Coventry","Skydome concourse"," "
"1636",2011,"Coventry","Skydome Concourse"," "
"1637",2011,"Coventry","Skydome Concourse"," "
"1638",2011,"Coventry","Skydome Concourse"," "
"1639",2011,"Coventry","Skydome concourse"," "
"1640",2011,"Coventry","Skydome concourse"," "
"1641",2011,"Coventry","skydome concourse"," "
"1642",2011,"Coventry","Skydome concourse"," "
"1643",2011,"Coventry","Skydome concourse"," "
"1644",2011,"Coventry","Skydome concourse"," "
"1645",2011,"Coventry","Skydome Concourse"," "
"1646",2011,"Coventry","Skydome Concourse"," "
"1647",2011,"Coventry","Skydome concourse"," "
"1648",2011,"Coventry","Skydome concourse Coventry"," "
"1649",2011,"Coventry","Skydome concourse"," "
"1650",2011,"Coventry","skydome Coventry"," "
"1651",2011,"Coventry","Skydome Coventry"," "
"1652",2011,"Coventry","Skydome Coventry City Centre"," "
"1653",2011,"Coventry","SkyDome Coventry"," "
"1654",2011,"Coventry","Skydome Coventry"," "
"1655",2011,"Coventry","sorell Close"," "
"1656",2011,"Coventry","Southbank Road Coventry"," "
"1657",2011,"Coventry","spom st coventry"," "
"1658",2011,"Coventry","Spon End"," "
"1659",2011,"Coventry","Spon End Coventry"," "
"1660",2011,"Coventry","Spon St Coventry"," "
"1661",2011,"Coventry","Spon St Coventry"," "
"1662",2011,"Coventry","SPON ST Coventry"," "
"1663",2011,"Coventry","spon st Coventry"," "
"1664",2011,"Coventry","spon st Coventry"," "
"1665",2011,"Coventry","spon st Coventry"," "
"1666",2011,"Coventry","spon st Coventry"," "
"1667",2011,"Coventry","spon st Coventry"," "
"1668",2011,"Coventry","spon st Coventry"," "
"1669",2011,"Coventry","Spon St"," "
"1670",2011,"Coventry","Spon STreet"," "
"1671",2011,"Coventry","Spon St"," "
"1672",2011,"Coventry","spon St"," "
"1673",2011,"Coventry","spon St"," "
"1674",2011,"Coventry","Spon STreet"," "
"1675",2011,"Coventry","St georges road"," "
"1676",2011,"Coventry","St Georges Road Stoke"," "
"1677",2011,"Coventry","St Lukes Road Coventry"," "
"1678",2011,"Coventry","Stonet Stanton Road Police Station"," "
"1679",2011,"Coventry","Stoney Stanton Road Police Station Coventry"," "
"1680",2011,"Coventry","Swanswell Park"," "
"1681",2011,"Coventry","Tachbrook Close"," "
"1682",2011,"Coventry","Tarquin Close Coventry"," "
"1683",2011,"Coventry","Terry Road"," "
"1684",2011,"Coventry","Terry Road Coventry"," "
"1685",2011,"Coventry","The Bull Yard City Centre"," "
"1686",2011,"Coventry","The Bullyard"," "
"1687",2011,"Coventry","The Burges"," "
"1688",2011,"Coventry","The Burgess"," "
"1689",2011,"Coventry","The Burgess"," "
"1690",2011,"Coventry","the burgess"," "
"1691",2011,"Coventry","the butts Coventry"," "
"1692",2011,"Coventry","The Butts Retreat PH"," "
"1693",2011,"Coventry","The Croft Longford"," "
"1694",2011,"Coventry","The Forum medical centre Coventry"," "
"1695",2011,"Coventry","Thimbler Road"," "
"1696",2011,"Coventry","tile hill lane coventry"," "
"1697",2011,"Coventry","Torrington Ave"," "
"1698",2011,"Coventry","Trinity point Link"," "
"1699",2011,"Coventry","trinity St"," "
"1700",2011,"Coventry","trinity St"," "
"1701",2011,"Coventry","Trinity St"," "
"1702",2011,"Coventry","trinity St city centre coventry"," "
"1703",2011,"Coventry","University Hospital"," "
"1704",2011,"Coventry","University Hospital"," "
"1705",2011,"Coventry","University Hospital Coventry"," "
"1706",2011,"Coventry","Unniversity of Warwick Coventry"," "
"1707",2011,"Coventry","upper spon st"," "
"1708",2011,"Coventry","Vine St"," "
"1709",2011,"Coventry","Vine St"," "
"1710",2011,"Coventry","Vinecote Road"," "
"1711",2011,"Coventry","Wallace Rd"," "
"1712",2011,"Coventry","Walsgrave hospital"," "
"1713",2011,"Coventry","Warwick Row"," "
"1714",2011,"Coventry","Warwick university"," "
"1715",2011,"Coventry","West Orchard"," "
"1716",2011,"Coventry","West Orchards Circulatory Road"," "
"1717",2011,"Coventry","White St"," "
"1718",2011,"Coventry","willenhall lane coventry"," "
"1719",2011,"Coventry","Willenhall Police Station Front Office"," "
"1720",2011,"Coventry","Willenhall PS"," "
"1721",2011,"Coventry","Winnalthorpe"," "
"1722",2011,"Coventry","wood way lane Coventry"," "
"1723",2011,"Coventry","Wroxall Drive"," "
"1724",2011,"Coventry","Wroxhall Drive"," "
"1725",2011,"Dudley","albion St brierley hill"," "
"1726",2011,"Dudley","Amblecote High St Stourbridge"," "
"1727",2011,"Dudley","Arley Court"," "
"1728",2011,"Dudley","Baptist End Road Netherton"," "
"1729",2011,"Dudley","Bell St Stourbridge"," "
"1730",2011,"Dudley","bell St"," "
"1731",2011,"Dudley","Bell St Stourbridge"," "
"1732",2011,"Dudley","BHPS"," "
"1733",2011,"Dudley","Birmingham St Stourbridge"," "
"1734",2011,"Dudley","Bramford Arms"," "
"1735",2011,"Dudley","Brettle Lane"," "
"1736",2011,"Dudley","Brickhouse Road"," "
"1737",2011,"Dudley","Brisbane Road Smethwick"," "
"1738",2011,"Dudley","Broadway Stourbridge"," "
"1739",2011,"Dudley","Broadway Stourbridge"," "
"1740",2011,"Dudley","Broadway Stourbridge"," "
"1741",2011,"Dudley","Burmese Way Rowley Regis"," "
"1742",2011,"Dudley","Bus station dudley"," "
"1743",2011,"Dudley","Carpark of Maybrook Hosue in Halesowen"," "
"1744",2011,"Dudley","Carpark of the Barley Mow High St Wollaston"," "
"1745",2011,"Dudley","castlegate dudley"," "
"1746",2011,"Dudley","Cinder Bank Island Netherton"," "
"1747",2011,"Dudley","Court St"," "
"1748",2011,"Dudley","Courthouse PH sedgeley"," "
"1749",2011,"Dudley","Crabmill carpark Oldswinford"," "
"1750",2011,"Dudley","Crompton Road"," "
"1751",2011,"Dudley","Crown Centre stourbridge"," "
"1752",2011,"Dudley","Dudley Bus Station"," "
"1753",2011,"Dudley","dudley Police Station"," "
"1754",2011,"Dudley","dudley road"," "
"1755",2011,"Dudley","Dudley Road Brierley Hill"," "
"1756",2011,"Dudley","Edward Rutland PH High St Stourbridge"," "
"1757",2011,"Dudley","Enville Road"," "
"1758",2011,"Dudley","Fern Rd"," "
"1759",2011,"Dudley","Foster St Stourbridge"," "
"1760",2011,"Dudley","Front Office BHPS"," "
"1761",2011,"Dudley","Front office Stourbridge"," "
"1762",2011,"Dudley","Front Office Stourbridge Police station"," "
"1763",2011,"Dudley","Hagley Road"," "
"1764",2011,"Dudley","Halesowen Rd Netherton"," "
"1765",2011,"Dudley","halesowen town centre"," "
"1766",2011,"Dudley","Hampden Close Quarry Bank"," "
"1767",2011,"Dudley","Hereford Road Netherton"," "
"1768",2011,"Dudley","High St Stourbridge"," "
"1769",2011,"Dudley","high st stourbridge"," "
"1770",2011,"Dudley","high st stourbridge"," "
"1771",2011,"Dudley","high st stourbridge"," "
"1772",2011,"Dudley","High St Dudley"," "
"1773",2011,"Dudley","High St Sedgely"," "
"1774",2011,"Dudley","High St Stourbridge"," "
"1775",2011,"Dudley","High St Stourbridge"," "
"1776",2011,"Dudley","High St Stourbridge"," "
"1777",2011,"Dudley","High St Stourbridge"," "
"1778",2011,"Dudley","High St Stourbridge"," "
"1779",2011,"Dudley","High St"," "
"1780",2011,"Dudley","High St"," "
"1781",2011,"Dudley","High St"," "
"1782",2011,"Dudley","High St Brierley Hill"," "
"1783",2011,"Dudley","High St BlackHeath"," "
"1784",2011,"Dudley","High St quarry bank"," "
"1785",2011,"Dudley","high St stourbridge"," "
"1786",2011,"Dudley","High St Stourbridge"," "
"1787",2011,"Dudley","High St Stourbridge"," "
"1788",2011,"Dudley","High St Stourbridge"," "
"1789",2011,"Dudley","High St West Bromwich"," "
"1790",2011,"Dudley","High St Amblecote"," "
"1791",2011,"Dudley","High St Smethwick"," "
"1792",2011,"Dudley","High St Stourbridge"," "
"1793",2011,"Dudley","high St Stourbridge"," "
"1794",2011,"Dudley","High St Stourbridge"," "
"1795",2011,"Dudley","high St Stourbridge"," "
"1796",2011,"Dudley","High St Stourbridge"," "
"1797",2011,"Dudley","High St Stourbridge"," "
"1798",2011,"Dudley","High St Stourbridge"," "
"1799",2011,"Dudley","High St Stourbridge"," "
"1800",2011,"Dudley","High St Halesowen"," "
"1801",2011,"Dudley","High View St Dudley"," "
"1802",2011,"Dudley","Hilly lane Halesowen"," "
"1803",2011,"Dudley","Himley Road Gornal"," "
"1804",2011,"Dudley","Home address"," "
"1805",2011,"Dudley","Hope Tavern Netherton"," "
"1806",2011,"Dudley","Hurst Rd Oldbury"," "
"1807",2011,"Dudley","Jackson St Lye"," "
"1808",2011,"Dudley","KFC Merry Hill Centre Dudley"," "
"1809",2011,"Dudley","King St Dudley"," "
"1810",2011,"Dudley","Kingsley Road Netherton"," "
"1811",2011,"Dudley","Larel Lane Halesowen"," "
"1812",2011,"Dudley","Little Barrel PH Dudley"," "
"1813",2011,"Dudley","Lloyds bar Stourbridge"," "
"1814",2011,"Dudley","Long Lane Halesowen"," "
"1815",2011,"Dudley","Lower Derry St Brierley Hill"," "
"1816",2011,"Dudley","Lower High St Stourbridge"," "
"1817",2011,"Dudley","Lupin Road"," "
"1818",2011,"Dudley","Lye high St"," "
"1819",2011,"Dudley","market St kingswinford"," "
"1820",2011,"Dudley","Market St Knigswinford"," "
"1821",2011,"Dudley","Market St Stourbridge"," "
